"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Cafe Chokolade"|"550"|"Beverages,Desserts,Burger,Pizza,American"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/cafe-chokolade-1-vashi-navi-mumbai/info"|"43"|"Café"|"12noon to 1230AM(Mon-Sun)"|"Good"|"3.9"|"615"
"PopWonMo"|"500"|"Chinese,Fast Food"|"Mumbai"|"Pali Hill-- Bandra West"|"https://www.zomato.com/mumbai/popwonmo-pali-hill-bandra-west/info"|"43"|"Quick Bites"|"Closed(Mon),130pm to 1am(Tue),12noon to 130am..."|"Very Good"|"4.0"|"400"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Foodiee Live"|"400"|"North Indian,Rolls"|"Mumbai"|"Chakala"|"https://www.zomato.com/mumbai/foodiee-live-chakala/info"|"430"|"Quick Bites"|"1130am to 4pm,6pm to 1130pm(Mon-Sun)"|"Good"|"3.7"|"27"
"Atithi Veg Treat"|"700"|"South Indian,Chinese,Fast Food,Beverages"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/atithi-veg-treat-kopar-khairane-navi-mumbai/info"|"430"|"Casual Dining"|"8am to 12midnight(Mon-Sun)"|"Average"|"3.3"|"15"
"REBAZ"|"600"|"North Indian,Mughlai,Chinese,Biryani"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/rebaz-dombivali-east-thane/info"|"430"|"Casual Dining"|"11am to 4pm,7pm to 12midnight(Mon-Sun)"|"Average"|"3.1"|"27"
"Tasty Treat"|"400"|"Fast Food,Chinese"|"Mumbai"|"Vasant Vihar-- Thane West"|"https://www.zomato.com/mumbai/tasty-treat-vasant-vihar-thane-west-thane/info"|"430"|"Quick Bites"|"1030am to 1045pm(Mon),1030am to 1030pm..."|"Average"|"3.1"|"36"
"Aagri Ghati Tadka Restaurant"|"500"|"North Indian,Seafood,Chinese"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/aagri-ghati-tadka-restaurant-kopar-khairane-navi-mumbai/info"|"430"|"Casual Dining"|"11am to 330pm,7pm to 12midnight(Mon-Sun)"|"Good"|"3.5"|"49"
"Kaleoo"|"300"|"Fast Food"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/kaleoo-borivali-west/info"|"430"|"Quick Bites"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"34"
"Gala Fast Food"|"300"|"Fast Food,Healthy Food,Indian,Italian"|"Mumbai"|"Dadar West"|"https://www.zomato.com/mumbai/gala-fast-food-dadar-west/info"|"430"|"none"|"11am to 11pm(Mon-Sat),Closed(Sun)"|"Average"|"3.3"|"13"
"Lucky Caterers"|"400"|"Biryani,Kebab,North Indian"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/lucky-caterers-airoli-navi-mumbai/info"|"430"|"Casual Dining"|"1130am to 1130pm(Mon,Tue,Wed,Thu,Sun)..."|"Average"|"3.4"|"130"
"Salad Express"|"200"|"Salad"|"Mumbai"|"Byculla"|"https://www.zomato.com/mumbai/salad-express-2-byculla/info"|"430"|"none"|"10am to 6pm(Mon-Sun)"|"Average"|"3.3"|"9"
"Layers Of Cake"|"400"|"Bakery,Desserts"|"Mumbai"|"Mahakali"|"https://www.zomato.com/mumbai/layers-of-cake-mahakali/info"|"430"|"Bakery"|"930am to 1130pm(Mon-Sun)"|"Good"|"3.8"|"81"
"Shreejii Kalash Pure Veg"|"600"|"Chinese,North Indian,South Indian"|"Mumbai"|"Dahisar East"|"https://www.zomato.com/mumbai/shreejii-kalash-pure-veg-dahisar-east/info"|"430"|"Casual Dining"|"930am to 12midnight(Mon-Sun)"|"Good"|"3.9"|"88"
"Shree Krushna"|"150"|"Street Food,Beverages"|"Mumbai"|"Castle Mill-- Thane West"|"https://www.zomato.com/mumbai/shree-krushna-castle-mill-thane-west/info"|"430"|"Quick Bites"|"12noon to 11pm(Mon-Sun)"|"Average"|"3.3"|"12"
"Winni-Cakes"|"500"|"Bakery,Desserts"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/winni-cakes-near-andheri-east-station/info"|"430"|"Bakery"|"9am to 9pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Shams Fast Food"|"250"|"Fast Food"|"Mumbai"|"Charni Road"|"https://www.zomato.com/mumbai/shams-fast-food-charni-road/info"|"430"|"none"|"10am to 11pm(Mon-Sun)"|"Average"|"3.2"|"14"
"Shivai Snacks"|"200"|"Fast Food,Street Food,Chinese"|"Mumbai"|"Mulund West"|"https://www.zomato.com/mumbai/shivai-snacks-mulund-west/info"|"430"|"Quick Bites"|"730am to 930pm(Mon-Sun)"|"Good"|"3.5"|"28"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Shree Swami Samarth"|"200"|"Chinese,South Indian,North Indian,Street Food,Beverages"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/shree-swami-samarth-lower-parel/info"|"431"|"Quick Bites"|"730am to 11pm(Mon-Sun)"|"Average"|"3.4"|"122"
"Sewree Sweets & Bakery"|"500"|"Mithai,Bakery"|"Mumbai"|"Sewri"|"https://www.zomato.com/mumbai/sewree-sweets-bakery-sewri/info"|"431"|"Sweet Shop"|"7am to 1130pm(Mon-Sun)"|"Good"|"3.5"|"18"
"Papajis Dhaba"|"400"|"North Indian"|"Mumbai"|"Chembur"|"https://www.zomato.com/mumbai/papajis-dhaba-chembur/info"|"431"|"Dhaba"|"12noon to 12midnight(Mon-Sun)"|"Average"|"3.0"|"8"
"Park View"|"500"|"North Indian,Chinese,Continental,Thai"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/park-view-mira-road/info"|"431"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Average"|"3.4"|"38"
"Dhruv's Food Inn Fine Dine Restaurant"|"450"|"North Indian,Mughlai,Chinese"|"Mumbai"|"Upvan-- Thane West"|"https://www.zomato.com/mumbai/dhruvs-food-inn-fine-dine-restaurant-upvan-thane-west-thane/info"|"431"|"Quick Bites"|"11am to 4pm,7pm to 12midnight(Mon-Sun)"|"Average"|"3.4"|"125"
"Desi Flavours"|"700"|"North Indian,Chinese,Mughlai"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/desi-flavours-kharghar-navi-mumbai/info"|"431"|"Casual Dining"|"11am to 1130pm(Mon),11am to 330pm,7pm to ..."|"Average"|"3.1"|"448"
"F For Food"|"700"|"Juices,South Indian,Fast Food,North Indian,Chinese"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/f-for-food-powai/info"|"431"|"Casual Dining"|"9am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"180"
"Desi Zayka"|"450"|"North Indian,Rajasthani"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/desi-zayka-kopar-khairane-navi-mumbai/info"|"431"|"Casual Dining"|"7pm to 11pm(Mon),11am to 3pm,7pm to 11pm(Tue-Sun)"|"Good"|"3.7"|"551"
"Khula Rassa"|"350"|"Seafood,North Indian"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/khula-rassa-kharghar-navi-mumbai/info"|"431"|"Casual Dining"|"11am to 330pm,7pm to 1130pm(Mon-Sun)"|"Average"|"3.4"|"77"
"Deccan Charges Tiffin Center And Mess"|"250"|"South Indian"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/deccan-charges-tiffin-center-and-mess-airoli-navi-mumbai/info"|"431"|"Quick Bites"|"6am to 12midnight(Mon-Sun)"|"Average"|"3.1"|"4"
"Pride"|"800"|"Chinese,North Indian,South Indian"|"Mumbai"|"Vile Parle West"|"https://www.zomato.com/mumbai/pride-vile-parle-west/info"|"431"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.5"|"99"
"Annapurna Tiffin Service"|"160"|"Gujarati"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/annapurna-tiffin-service-near-andheri-east-station/info"|"431"|"none"|"11am to 3pm,6pm to 10pm(Mon-Sat),Closed(Sun)"|"Average"|"2.8"|"19"
"Madhuri Puranpoli"|"100"|"Maharashtrian"|"Mumbai"|"Vile Parle East"|"https://www.zomato.com/mumbai/madhuri-puranpoli-vile-parle-east/info"|"431"|"none"|"10am to 10pm(Mon-Sun)"|"Average"|"3.2"|"8"
"Burni"|"600"|"North Indian,Italian,Salad"|"Mumbai"|"Mazgaon"|"https://www.zomato.com/mumbai/burni-mazgaon/info"|"431"|"none"|"NA"|"None"|"Opening"|"Opening"
"Samruddhi Misal House and Snacks Center"|"100"|"Maharashtrian,South Indian"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/samruddhi-misal-house-and-snacks-center-dombivali-east-thane/info"|"431"|"none"|"Closed(Mon),7am to 3pm,330pm to 10pm(Tue-Sun)"|"Average"|"2.9"|"5"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Discovery Restaurant"|"800"|"Chinese,Thai"|"Mumbai"|"4 Bungalows"|"https://www.zomato.com/mumbai/discovery-restaurant-4-bungalows/info"|"432"|"Casual Dining"|"11am to 1145pm(Mon-Sun)"|"Average"|"3.2"|"122"
"English Vinglish"|"500"|"Desserts,Bakery"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/english-vinglish-juhu/info"|"432"|"Dessert Parlor"|"9am to 10pm(Mon-Sun)"|"Good"|"3.6"|"59"
"Sea Shore"|"350"|"Fast Food,North Indian,South Indian"|"Mumbai"|"Mahalaxmi"|"https://www.zomato.com/mumbai/sea-shore-mahalaxmi/info"|"432"|"Quick Bites"|"7am to 1130pm(Mon-Sun)"|"Average"|"3.3"|"8"
"The American Express Bakery"|"250"|"Bakery,Fast Food"|"Mumbai"|"Byculla"|"https://www.zomato.com/mumbai/the-american-express-bakery-byculla/info"|"432"|"Bakery"|"11am to 12midnight(Mon-Sat),Closed(Sun)"|"Good"|"3.5"|"62"
"Food Delight"|"550"|"North Indian,Chinese"|"Mumbai"|"Majiwada-- Thane West"|"https://www.zomato.com/mumbai/food-delight-majiwada-thane-west/info"|"432"|"none"|"1130am to 330pm,630pm to 11pm(Mon-Sun)"|"Average"|"3.3"|"26"
"Desai Bhaishankar Gaurishankar"|"200"|"Mithai,Street Food"|"Mumbai"|"Malabar Hill"|"https://www.zomato.com/mumbai/desai-bhaishankar-gaurishankar-malabar-hill/info"|"432"|"Sweet Shop"|"7am to 930pm(Mon-Sun)"|"Average"|"3.1"|"12"
"Mahalaxmi Garden"|"500"|"Chinese,North Indian,Seafood"|"Mumbai"|"Marol"|"https://www.zomato.com/mumbai/mahalaxmi-garden-marol/info"|"432"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Average"|"2.8"|"36"
"Gurukrupa"|"600"|"Chinese,North Indian"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/gurukrupa-malad-west/info"|"432"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Average"|"3.2"|"35"
"Vrindavan Restaurant & Bar"|"550"|"Chinese,North Indian,Mughlai,Seafood"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/vrindavan-restaurant-bar-malad-west/info"|"432"|"Casual Dining"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.6"|"153"
"Dwarka Pure Veg."|"450"|"North Indian,South Indian,Chinese,Fast Food"|"Mumbai"|"Old Panvel"|"https://www.zomato.com/mumbai/dwarka-pure-veg-old-panvel-navi-mumbai/info"|"432"|"Casual Dining"|"8am to 11pm(Mon-Sun)"|"Good"|"3.5"|"67"
"Brijwasi Sweets"|"200"|"Desserts,Street Food"|"Mumbai"|"Linking Road-- Bandra West"|"https://www.zomato.com/mumbai/brijwasi-sweets-linking-road-bandra-west/info"|"432"|"Quick Bites"|"9am to 9pm(Mon-Sun)"|"Average"|"3.4"|"15"
"Pravin Chinese"|"400"|"Chinese"|"Mumbai"|"Kasarvadavli-- Thane West"|"https://www.zomato.com/mumbai/pravin-chinese-kasarvadavli-thane-west/info"|"432"|"Quick Bites"|"12noon to 11pm(Mon-Sun)"|"Average"|"3.4"|"17"
"Hungry Bull Hungry Bear"|"500"|"North Indian,Fast Food,Chinese"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/hungry-bull-hungry-bear-lower-parel/info"|"432"|"Quick Bites"|"830am to 1130am,4pm to 7pm(Mon-Sun)"|"Average"|"2.8"|"12"
"Go Gluten Free"|"300"|"Fast Food"|"Mumbai"|"Chowpatty"|"https://www.zomato.com/mumbai/go-gluten-free-chowpatty/info"|"432"|"none"|"1030am to 530pm(Mon-Sat),Closed(Sun)"|"Average"|"3.3"|"5"
"Public Restaurant"|"300"|"North Indian,South Indian,Chinese"|"Mumbai"|"Fort"|"https://www.zomato.com/mumbai/public-restaurant-fort/info"|"432"|"Quick Bites"|"7am to 12midnight(Mon-Sun)"|"Average"|"2.9"|"13"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Radhe Krishna Kathiyawadi Bhog"|"400"|"Gujarati"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/radhe-krishna-kathiyawadi-bhog-borivali-west/info"|"433"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.4"|"29"
"Al Zaika"|"500"|"North Indian,Mughlai,Chinese"|"Mumbai"|"Marol"|"https://www.zomato.com/mumbai/al-zaika-marol/info"|"433"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Average"|"3.3"|"14"
"Maheshwari Tiffin Service"|"300"|"North Indian,Rajasthani"|"Mumbai"|"Owale-- Thane West"|"https://www.zomato.com/mumbai/maheshwari-tiffin-service-owale-thane-west-thane/info"|"433"|"Mess"|"9am to 2pm,7pm to 10pm(Mon-Sun)"|"Good"|"3.6"|"56"
"Titan"|"800"|"Chinese,North Indian,Mughlai,Seafood"|"Mumbai"|"Sanpada"|"https://www.zomato.com/mumbai/titan-sanpada-navi-mumbai/info"|"433"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"168"
"Hotel Sai Lunch Home"|"450"|"Chinese,North Indian,Seafood"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/hotel-sai-lunch-home-kopar-khairane-navi-mumbai/info"|"433"|"Dhaba"|"10am to 12midnight(Mon-Sun)"|"Average"|"3.3"|"15"
"Kokan Katta"|"500"|"North Indian,Malwani,Chinese"|"Mumbai"|"Bhandup"|"https://www.zomato.com/mumbai/kokan-katta-bhandup/info"|"433"|"Casual Dining"|"11am to 4pm,7pm to 1130pm(Mon-Sun)"|"Average"|"3.1"|"21"
"The Juice Company"|"150"|"Juices,Beverages"|"Mumbai"|"Virar"|"https://www.zomato.com/mumbai/the-juice-company-1-virar/info"|"433"|"Beverage Shop"|"11am to 11pm(Mon-Sun)"|"Good"|"3.6"|"23"
"Konkan Swad"|"400"|"Malwani"|"Mumbai"|"Kurla"|"https://www.zomato.com/mumbai/konkan-swad-kurla/info"|"433"|"Quick Bites"|"11am to 4pm,7pm to 1130pm(Mon-Sun)"|"Average"|"3.2"|"11"
"Healthylicious"|"450"|"Healthy Food,Juices,Sandwich"|"Mumbai"|"Ghatkopar West"|"https://www.zomato.com/mumbai/healthylicious-ghatkopar-west/info"|"433"|"Kiosk"|"9am to 8pm(Mon-Sun)"|"Good"|"3.7"|"42"
"Fresh Bake"|"400"|"Fast Food"|"Mumbai"|"Nerul"|"https://www.zomato.com/mumbai/fresh-bake-nerul-navi-mumbai/info"|"433"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Sirf 169"|"340"|"Continental,North Indian,Fast Food,Burger,Pizza"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/sirf-169-goregaon-west/info"|"433"|"none"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Hotel Ballaleshwar"|"150"|"Street Food,Maharashtrian"|"Mumbai"|"Khopat-- Thane West"|"https://www.zomato.com/mumbai/hotel-ballaleshwar-khopat-thane-west-thane/info"|"433"|"Quick Bites"|"8am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Amantran Kitchen & Bar"|"900"|"Continental,North Indian,Seafood,Chinese"|"Mumbai"|"Old Panvel"|"https://www.zomato.com/mumbai/amantran-kitchen-bar-old-panvel-navi-mumbai/info"|"433"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"None"|"NEW"|"NEW"
"Eaton Restaurant"|"200"|"North Indian,Chinese"|"Mumbai"|"Virar"|"https://www.zomato.com/mumbai/eaton-restaurant-virar/info"|"433"|"Quick Bites"|"11am to 11am(Mon-Sun)"|"None"|"NEW"|"NEW"
"Baker's Treat Thane"|"150"|"Bakery,Desserts"|"Mumbai"|"Panch Pakhadi-- Thane West"|"https://www.zomato.com/mumbai/bakers-treat-thane-panch-pakhadi-thane-west-thane/info"|"433"|"Bakery"|"8am to 12midnight(Mon-Sun)"|"None"|"NEW"|"NEW"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Taste Of Tadka"|"200"|"North Indian,Malwani"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/taste-of-tadka-kharghar-navi-mumbai/info"|"434"|"Quick Bites"|"1130am to 330pm,7pm to 1130pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Ammu's Kitchen"|"400"|"North Indian,Chinese"|"Mumbai"|"Vikhroli"|"https://www.zomato.com/mumbai/ammus-kitchen-vikhroli/info"|"434"|"none"|"1130am to 330pm,7pm to 1130pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Sunil Sandwich and Gaurav Juice Centre"|"250"|"Fast Food,Juices"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/sunil-sandwich-and-gaurav-juice-centre-ghatkopar-east/info"|"434"|"Quick Bites"|"12noon to 12midnight(Mon-Sun)"|"Average"|"3.3"|"42"
"Hot En Spicy"|"400"|"Fast Food,Lebanese,Rolls"|"Mumbai"|"Mazgaon"|"https://www.zomato.com/mumbai/hot-en-spicy-mazgaon/info"|"434"|"none"|"4pm to 11pm(Mon-Sun)"|"Average"|"3.4"|"61"
"Jilani Fast Food Corner"|"400"|"Fast Food,Chinese,Rolls"|"Mumbai"|"Byculla"|"https://www.zomato.com/mumbai/jilani-fast-food-corner-byculla/info"|"434"|"Quick Bites"|"3pm to 11pm(Mon-Sun)"|"Good"|"3.7"|"68"
"Deccan Chargers Biryani Point"|"500"|"Biryani,Hyderabadi"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/deccan-chargers-biryani-point-airoli-navi-mumbai/info"|"434"|"Casual Dining"|"11am to 330pm,6pm to 1130pm(Mon-Sun)"|"Average"|"3.3"|"47"
"Punjabi Tadka by Crystal Chowpatty Fame"|"750"|"North Indian"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/punjabi-tadka-by-crystal-chowpatty-fame-lower-parel/info"|"434"|"Casual Dining"|"1145am to 315pm,7pm to 11pm(Mon-Sat),1145am..."|"Good"|"3.6"|"353"
"Shri Sai South Indian"|"250"|"South Indian"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/shri-sai-south-indian-mira-road/info"|"434"|"Quick Bites"|"730am to 2pm,5pm to 10pm(Mon-Sun)"|"Average"|"3.4"|"13"
"Brij Albela"|"150"|"Mithai,Street Food"|"Mumbai"|"Wadala"|"https://www.zomato.com/mumbai/brij-albela-wadala/info"|"434"|"Sweet Shop"|"8am to 11pm(Mon-Sun)"|"Good"|"3.6"|"153"
"Jeevak Family Restaurant"|"450"|"North Indian,Chinese,Fast Food"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/jeevak-family-restaurant-mira-road/info"|"434"|"Casual Dining"|"11am to 12midnight(Mon,Wed,Sat),11am to ..."|"Average"|"3.4"|"91"
"Kisan Panipuri & Bhelpuri Wala"|"100"|"Street Food"|"Mumbai"|"Girgaum"|"https://www.zomato.com/mumbai/kisan-panipuri-bhelpuri-wala-girgaum/info"|"434"|"none"|"12noon to 9pm(Mon-Sat),Closed(Sun)"|"Good"|"3.7"|"57"
"Two Star"|"650"|"Chinese,North Indian,Mughlai,Seafood"|"Mumbai"|"Santacruz East"|"https://www.zomato.com/mumbai/two-star-santacruz-east/info"|"434"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Average"|"3.3"|"86"
"Maldrin's Chinese Restaurant"|"700"|"Chinese,Seafood"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/maldrins-chinese-restaurant-malad-west/info"|"434"|"Casual Dining"|"1130am to 3pm,630pm to 12midnight(Mon-Sun)"|"Good"|"3.5"|"244"
"Anjor"|"600"|"North Indian,Fast Food,Maharashtrian"|"Mumbai"|"Naupada-- Thane West"|"https://www.zomato.com/mumbai/anjor-naupada-thane-west/info"|"434"|"Casual Dining"|"10am to 11pm(Mon-Sun)"|"Average"|"3.3"|"68"
"Apoorva Fine Dine"|"700"|"Chinese,North Indian,Malwani"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/apoorva-fine-dine-kopar-khairane-navi-mumbai/info"|"434"|"Casual Dining"|"1130am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"94"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Nineteen"|"300"|"Pizza,Fast Food"|"Mumbai"|"Bhayandar"|"https://www.zomato.com/mumbai/nineteen-bhayandar/info"|"435"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Jeevan Boarding House"|"150"|"South Indian"|"Mumbai"|"Chembur"|"https://www.zomato.com/mumbai/jeevan-boarding-house-chembur/info"|"435"|"Casual Dining"|"11am to 4pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.7"|"52"
"Punjabi Tadka by Crystal Chowpatty Fame"|"750"|"North Indian"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/punjabi-tadka-by-crystal-chowpatty-fame-lower-parel/info"|"435"|"Casual Dining"|"1145am to 315pm,7pm to 11pm(Mon-Sat),1145am..."|"Good"|"3.6"|"353"
"Hot En Spicy"|"400"|"Fast Food,Lebanese,Rolls"|"Mumbai"|"Mazgaon"|"https://www.zomato.com/mumbai/hot-en-spicy-mazgaon/info"|"435"|"none"|"4pm to 11pm(Mon-Sun)"|"Average"|"3.4"|"61"
"Apoorva Fine Dine"|"700"|"Chinese,North Indian,Malwani"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/apoorva-fine-dine-kopar-khairane-navi-mumbai/info"|"435"|"Casual Dining"|"1130am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"94"
"Ruchi's Bageecha"|"800"|"North Indian,Chinese,Mughlai"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/ruchis-bageecha-vasai/info"|"435"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.6"|"45"
"Padmavatee"|"500"|"North Indian,Chinese,Malwani"|"Mumbai"|"Vikhroli"|"https://www.zomato.com/mumbai/padmavatee-vikhroli/info"|"435"|"Quick Bites"|"11am to 1130pm(Mon-Sun)"|"Good"|"3.5"|"17"
"The Shawarma Fellow"|"300"|"Lebanese"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/the-shawarma-fellow-malad-west/info"|"435"|"Quick Bites"|"3pm to 11pm(Mon,Tue,Wed,Thu,Sat,Sun),5pm to ..."|"Good"|"3.7"|"142"
"China Wall"|"500"|"Chinese,Seafood"|"Mumbai"|"Santacruz West"|"https://www.zomato.com/mumbai/china-wall-santacruz-west/info"|"435"|"none"|"Closed(Mon),1130am to 3pm,630pm to 11pm(Tue-Sun)"|"Average"|"3.4"|"19"
"Raju Omlet"|"250"|"Fast Food"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/raju-omlet-mira-road/info"|"435"|"Quick Bites"|"11am to 11pm(Mon,Tue,Wed,Fri),11am to 1130pm..."|"Good"|"3.7"|"160"
"Kings Chinese"|"600"|"Chinese"|"Mumbai"|"Kalwa"|"https://www.zomato.com/mumbai/kings-chinese-kalwa/info"|"435"|"Casual Dining"|"830am to 11am,1pm to 12midnight(Mon-Sun)"|"Average"|"3.4"|"46"
"Snaxx"|"300"|"Fast Food"|"Mumbai"|"Charni Road"|"https://www.zomato.com/mumbai/snaxx-charni-road/info"|"435"|"Quick Bites"|"11am to 10pm(Mon-Sun)"|"Very Good"|"4.2"|"46"
"Maharaj Food Corner"|"400"|"North Indian,South Indian,Chinese"|"Mumbai"|"Wagle Estate-- Thane West"|"https://www.zomato.com/mumbai/maharaj-food-corner-wagle-estate-thane-west-thane/info"|"435"|"Quick Bites"|"8am to 7pm(Mon-Sun)"|"Average"|"3.1"|"4"
"Mastea Café"|"500"|"Chinese,Fast Food,Beverages"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/mastea-café-1-dombivali-east-thane/info"|"435"|"Casual Dining"|"12noon to 4pm,6pm to 1130pm(Mon-Sun)"|"Good"|"3.7"|"162"
"Tak Tak Live Ice Creams"|"200"|"Ice Cream"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/tak-tak-live-ice-creams-vasai/info"|"435"|"Dessert Parlor"|"330pm to 12midnight(Mon-Sun)"|"Good"|"3.5"|"23"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Padmavatee"|"500"|"North Indian,Chinese,Malwani"|"Mumbai"|"Vikhroli"|"https://www.zomato.com/mumbai/padmavatee-vikhroli/info"|"436"|"Quick Bites"|"11am to 1130pm(Mon-Sun)"|"Good"|"3.5"|"17"
"Kakiro Foods"|"400"|"Chinese"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/kakiro-foods-kharghar-navi-mumbai/info"|"436"|"Quick Bites"|"12noon to 4pm,7pm to 12midnight(Mon-Sun)"|"Good"|"3.6"|"59"
"Cake Show"|"200"|"Bakery,Fast Food"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/cake-show-mira-road/info"|"436"|"Bakery"|"9am to 11pm(Mon-Sun)"|"Good"|"3.7"|"27"
"Giriraj"|"300"|"North Indian"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/giriraj-mira-road/info"|"436"|"Casual Dining"|"12noon to 330pm,7pm to 1130pm(Mon-Sun)"|"Average"|"3.2"|"6"
"Nineteen"|"300"|"Pizza,Fast Food"|"Mumbai"|"Bhayandar"|"https://www.zomato.com/mumbai/nineteen-bhayandar/info"|"436"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Average"|"3.2"|"7"
